,primary_key,location_code,location,plastics_polymer,plastics_applications,total_waste,total_use
250,OPABioplasticsTransportation - other,OPA,OECD Asia,Bioplastics,Transportation - other,0.001862908,0.002732
251,"OPAABS, ASA, SANTransportation - other",OPA,OECD Asia,"ABS, ASA, SAN",Transportation - other,0.016425064,0.024576
252,OPAMarine coatingsMarine coatings,OPA,OECD Asia,Marine coatings,Marine coatings,7.0459e-05,
253,"OPALDPE, LLDPEIndustrial/machinery",OPA,OECD Asia,"LDPE, LLDPE",Industrial/machinery,4.2091e-05,0.000596
254,OPAHDPEIndustrial/machinery,OPA,OECD Asia,HDPE,Industrial/machinery,3.9507e-05,0.000759
255,OPAPPIndustrial/machinery,OPA,OECD Asia,PP,Industrial/machinery,5.7752e-05,0.000717
256,OPAPURIndustrial/machinery,OPA,OECD Asia,PUR,Industrial/machinery,7.7761e-05,9e-06
257,OPAHDPEPersonal care products,OPA,OECD Asia,HDPE,Personal care products,0.001072006,0.001103
258,OPAPPPersonal care products,OPA,OECD Asia,PP,Personal care products,2.7668e-05,2.8e-05
259,OPAFibresTextile sector - clothing,OPA,OECD Asia,Fibres,Textile sector - clothing,0.780837051,0.911909
260,OPABioplasticsTextile sector - clothing,OPA,OECD Asia,Bioplastics,Textile sector - clothing,0.007015008,0.007892
261,OPAFibresTextile sector - others,OPA,OECD Asia,Fibres,Textile sector - others,0.376603592,0.43991
262,OPARoad marking coatingsRoad marking,OPA,OECD Asia,Road marking coatings,Road marking,0.033246027,0.037835
263,OPAElastomers (tyres)Transportation - tyres,OPA,OECD Asia,Elastomers (tyres),Transportation - tyres,0.000905514,
264,OCEOtherOther,OCE,OECD Oceania,Other,Other,0.070599087,0.082015
265,"OCELDPE, LLDPEOther",OCE,OECD Oceania,"LDPE, LLDPE",Other,0.010980059,0.013303
266,OCEHDPEOther,OCE,OECD Oceania,HDPE,Other,0.008408139,0.010267
267,OCEPSOther,OCE,OECD Oceania,PS,Other,0.004225104,0.004893
268,OCEPVCOther,OCE,OECD Oceania,PVC,Other,0.013781858,0.016339
269,OCEPUROther,OCE,OECD Oceania,PUR,Other,0.011890437,0.013876
270,OCEFibresOther,OCE,OECD Oceania,Fibres,Other,0.024043184,0.029322
271,OCEBioplasticsOther,OCE,OECD Oceania,Bioplastics,Other,0.000592511,0.000661
272,"OCEABS, ASA, SANOther",OCE,OECD Oceania,"ABS, ASA, SAN",Other,0.001641029,0.001954
273,OCEOtherPackaging,OCE,OECD Oceania,Other,Packaging,0.004821724,0.005027
274,"OCELDPE, LLDPEPackaging",OCE,OECD Oceania,"LDPE, LLDPE",Packaging,0.106334871,0.11227
275,OCEHDPEPackaging,OCE,OECD Oceania,HDPE,Packaging,0.101322917,0.10689
276,OCEPPPackaging,OCE,OECD Oceania,PP,Packaging,0.110542455,0.116619
277,OCEPSPackaging,OCE,OECD Oceania,PS,Packaging,0.018137772,0.018997
278,OCEPVCPackaging,OCE,OECD Oceania,PVC,Packaging,0.010955638,0.011554
279,OCEPETPackaging,OCE,OECD Oceania,PET,Packaging,0.074317548,0.078384
280,OCEPURPackaging,OCE,OECD Oceania,PUR,Packaging,0.001028305,0.001071
281,OCEBioplasticsPackaging,OCE,OECD Oceania,Bioplastics,Packaging,0.004075834,0.004091
282,OCEOtherConsumer & institutional Products,OCE,OECD Oceania,Other,Consumer & institutional Products,0.01006084,0.011417
283,"OCELDPE, LLDPEConsumer & institutional Products",OCE,OECD Oceania,"LDPE, LLDPE",Consumer & institutional Products,0.019225517,0.022139
284,OCEHDPEConsumer & institutional Products,OCE,OECD Oceania,HDPE,Consumer & institutional Products,0.014300513,0.01654
285,OCEPPConsumer & institutional Products,OCE,OECD Oceania,PP,Consumer & institutional Products,0.041715104,0.048113
286,OCEPSConsumer & institutional Products,OCE,OECD Oceania,PS,Consumer & institutional Products,0.012563713,0.014349
287,OCEPVCConsumer & institutional Products,OCE,OECD Oceania,PVC,Consumer & institutional Products,0.005926871,0.006818
288,OCEPURConsumer & institutional Products,OCE,OECD Oceania,PUR,Consumer & institutional Products,0.00535747,0.006079
289,OCEBioplasticsConsumer & institutional Products,OCE,OECD Oceania,Bioplastics,Consumer & institutional Products,0.000425786,0.000466
290,"OCEABS, ASA, SANConsumer & institutional Products",OCE,OECD Oceania,"ABS, ASA, SAN",Consumer & institutional Products,0.010164246,0.011533
291,OCEOtherBuilding & construction,OCE,OECD Oceania,Other,Building & construction,0.021165893,0.284615
292,"OCELDPE, LLDPEBuilding & construction",OCE,OECD Oceania,"LDPE, LLDPE",Building & construction,0.006573225,0.090129
293,OCEHDPEBuilding & construction,OCE,OECD Oceania,HDPE,Building & construction,0.019779064,0.27322
294,OCEPPBuilding & construction,OCE,OECD Oceania,PP,Building & construction,0.010698861,0.14652
295,OCEPSBuilding & construction,OCE,OECD Oceania,PS,Building & construction,0.013365931,0.180095
296,OCEPVCBuilding & construction,OCE,OECD Oceania,PVC,Building & construction,0.072554978,0.988439
297,OCEPURBuilding & construction,OCE,OECD Oceania,PUR,Building & construction,0.011354018,0.152551
298,OCEBioplasticsBuilding & construction,OCE,OECD Oceania,Bioplastics,Building & construction,0.00021546,0.002771
299,"OCEABS, ASA, SANBuilding & construction",OCE,OECD Oceania,"ABS, ASA, SAN",Building & construction,0.000608992,0.008181
300,OCEOtherElectrical/electronics,OCE,OECD Oceania,Other,Electrical/electronics,0.009498765,0.010097
301,"OCELDPE, LLDPEElectrical/electronics",OCE,OECD Oceania,"LDPE, LLDPE",Electrical/electronics,0.002548889,0.002762
302,OCEHDPEElectrical/electronics,OCE,OECD Oceania,HDPE,Electrical/electronics,0.000804609,0.000872
303,OCEPPElectrical/electronics,OCE,OECD Oceania,PP,Electrical/electronics,0.005958868,0.006458
304,OCEPSElectrical/electronics,OCE,OECD Oceania,PS,Electrical/electronics,0.002814193,0.003021
305,OCEPVCElectrical/electronics,OCE,OECD Oceania,PVC,Electrical/electronics,0.002386964,0.002588
306,OCEPURElectrical/electronics,OCE,OECD Oceania,PUR,Electrical/electronics,0.001503701,0.001598
307,OCEBioplasticsElectrical/electronics,OCE,OECD Oceania,Bioplastics,Electrical/electronics,8.1613e-05,8.4e-05
308,"OCEABS, ASA, SANElectrical/electronics",OCE,OECD Oceania,"ABS, ASA, SAN",Electrical/electronics,0.004210267,0.004475
309,OCEOtherTransportation - other,OCE,OECD Oceania,Other,Transportation - other,0.235469307,0.412638
310,"OCELDPE, LLDPETransportation - other",OCE,OECD Oceania,"LDPE, LLDPE",Transportation - other,0.004195436,0.007391
311,OCEHDPETransportation - other,OCE,OECD Oceania,HDPE,Transportation - other,0.018953256,0.033431
312,OCEPPTransportation - other,OCE,OECD Oceania,PP,Transportation - other,0.087529789,0.153944
313,OCEPVCTransportation - other,OCE,OECD Oceania,PVC,Transportation - other,0.012064553,0.021174
314,OCEPURTransportation - other,OCE,OECD Oceania,PUR,Transportation - other,0.028372328,0.049714
315,OCEFibresTransportation - other,OCE,OECD Oceania,Fibres,Transportation - other,0.050434634,0.088372
316,OCEBioplasticsTransportation - other,OCE,OECD Oceania,Bioplastics,Transportation - other,0.00144464,0.002413
317,"OCEABS, ASA, SANTransportation - other",OCE,OECD Oceania,"ABS, ASA, SAN",Transportation - other,0.012388416,0.021707
318,OCEMarine coatingsMarine coatings,OCE,OECD Oceania,Marine coatings,Marine coatings,0.001372686,0.001473
319,"OCELDPE, LLDPEIndustrial/machinery",OCE,OECD Oceania,"LDPE, LLDPE",Industrial/machinery,0.00077008,0.002153
320,OCEHDPEIndustrial/machinery,OCE,OECD Oceania,HDPE,Industrial/machinery,0.000705581,0.001997
321,OCEPPIndustrial/machinery,OCE,OECD Oceania,PP,Industrial/machinery,0.001072414,0.002994
322,OCEPURIndustrial/machinery,OCE,OECD Oceania,PUR,Industrial/machinery,0.001083945,0.002925
323,OCEHDPEPersonal care products,OCE,OECD Oceania,HDPE,Personal care products,0.000302829,0.000319
324,OCEPPPersonal care products,OCE,OECD Oceania,PP,Personal care products,7.816e-06,8e-06
325,OCEFibresTextile sector - clothing,OCE,OECD Oceania,Fibres,Textile sector - clothing,0.3453634,0.38323
326,OCEBioplasticsTextile sector - clothing,OCE,OECD Oceania,Bioplastics,Textile sector - clothing,0.003366183,0.003557
327,OCEFibresTextile sector - others,OCE,OECD Oceania,Fibres,Textile sector - others,0.132441725,0.14676
328,OCERoad marking coatingsRoad marking,OCE,OECD Oceania,Road marking coatings,Road marking,0.001584772,0.002053
329,OCEElastomers (tyres)Transportation - tyres,OCE,OECD Oceania,Elastomers (tyres),Transportation - tyres,0.070328363,0.123051
330,LAMOtherOther,LAM,Latin America,Other,Other,1.773880269,1.890091
331,"LAMLDPE, LLDPEOther",LAM,Latin America,"LDPE, LLDPE",Other,0.29955904,0.328459
332,LAMHDPEOther,LAM,Latin America,HDPE,Other,0.243792694,0.260018
333,LAMPSOther,LAM,Latin America,PS,Other,0.1069594,0.111868
334,LAMPVCOther,LAM,Latin America,PVC,Other,0.367609901,0.385514
335,LAMPUROther,LAM,Latin America,PUR,Other,0.29687175,0.309989
336,LAMFibresOther,LAM,Latin America,Fibres,Other,0.598600724,0.644958
337,LAMBioplasticsOther,LAM,Latin America,Bioplastics,Other,0.01426918,0.014806
338,"LAMABS, ASA, SANOther",LAM,Latin America,"ABS, ASA, SAN",Other,0.040878258,0.043886
339,LAMOtherPackaging,LAM,Latin America,Other,Packaging,0.098496464,0.0991
340,"LAMLDPE, LLDPEPackaging",LAM,Latin America,"LDPE, LLDPE",Packaging,2.144299263,2.156632
341,LAMHDPEPackaging,LAM,Latin America,HDPE,Packaging,2.013141042,2.022033
342,LAMPPPackaging,LAM,Latin America,PP,Packaging,2.401371654,2.412278
343,LAMPSPackaging,LAM,Latin America,PS,Packaging,0.388655762,0.390713
344,LAMPVCPackaging,LAM,Latin America,PVC,Packaging,0.236757186,0.237829
345,LAMPETPackaging,LAM,Latin America,PET,Packaging,1.525367586,1.531394
346,LAMPURPackaging,LAM,Latin America,PUR,Packaging,0.021935877,0.022041
347,LAMBioplasticsPackaging,LAM,Latin America,Bioplastics,Packaging,0.083814683,0.084208
348,LAMOtherConsumer & institutional Products,LAM,Latin America,Other,Consumer & institutional Products,0.236300284,0.248569
349,"LAMLDPE, LLDPEConsumer & institutional Products",LAM,Latin America,"LDPE, LLDPE",Consumer & institutional Products,0.4519441,0.47545
350,LAMHDPEConsumer & institutional Products,LAM,Latin America,HDPE,Consumer & institutional Products,0.31391306,0.3311
351,LAMPPConsumer & institutional Products,LAM,Latin America,PP,Consumer & institutional Products,0.997819216,1.051374
352,LAMPSConsumer & institutional Products,LAM,Latin America,PS,Consumer & institutional Products,0.296850503,0.312407
353,LAMPVCConsumer & institutional Products,LAM,Latin America,PVC,Consumer & institutional Products,0.141321063,0.148611
354,LAMPURConsumer & institutional Products,LAM,Latin America,PUR,Consumer & institutional Products,0.125891952,0.132428
355,LAMBioplasticsConsumer & institutional Products,LAM,Latin America,Bioplastics,Consumer & institutional Products,0.009661058,0.010161
356,"LAMABS, ASA, SANConsumer & institutional Products",LAM,Latin America,"ABS, ASA, SAN",Consumer & institutional Products,0.238978435,0.251377
357,LAMOtherBuilding & construction,LAM,Latin America,Other,Building & construction,0.029671286,0.276915
358,"LAMLDPE, LLDPEBuilding & construction",LAM,Latin America,"LDPE, LLDPE",Building & construction,0.009371766,0.090307
359,LAMHDPEBuilding & construction,LAM,Latin America,HDPE,Building & construction,0.02833737,0.27979
360,LAMPPBuilding & construction,LAM,Latin America,PP,Building & construction,0.015248685,0.146609
361,LAMPSBuilding & construction,LAM,Latin America,PS,Building & construction,0.018694971,0.175221
362,LAMPVCBuilding & construction,LAM,Latin America,PVC,Building & construction,0.102944901,0.978694
363,LAMPURBuilding & construction,LAM,Latin America,PUR,Building & construction,0.015910129,0.148135
364,LAMBioplasticsBuilding & construction,LAM,Latin America,Bioplastics,Building & construction,0.000287592,0.00269
365,"LAMABS, ASA, SANBuilding & construction",LAM,Latin America,"ABS, ASA, SAN",Building & construction,0.000853292,0.007941
366,LAMOtherElectrical/electronics,LAM,Latin America,Other,Electrical/electronics,0.258310411,0.288043
367,"LAMLDPE, LLDPEElectrical/electronics",LAM,Latin America,"LDPE, LLDPE",Electrical/electronics,0.071467951,0.080047
368,LAMHDPEElectrical/electronics,LAM,Latin America,HDPE,Electrical/electronics,0.023072627,0.026049
369,LAMPPElectrical/electronics,LAM,Latin America,PP,Electrical/electronics,0.167445591,0.187725
370,LAMPSElectrical/electronics,LAM,Latin America,PS,Electrical/electronics,0.077254166,0.086195
371,LAMPVCElectrical/electronics,LAM,Latin America,PVC,Electrical/electronics,0.066162201,0.073725
372,LAMPURElectrical/electronics,LAM,Latin America,PUR,Electrical/electronics,0.040854912,0.045539
373,LAMBioplasticsElectrical/electronics,LAM,Latin America,Bioplastics,Electrical/electronics,0.002152872,0.0024
374,"LAMABS, ASA, SANElectrical/electronics",LAM,Latin America,"ABS, ASA, SAN",Electrical/electronics,0.114391164,0.127505
375,LAMOtherTransportation - other,LAM,Latin America,Other,Transportation - other,0.588613015,0.915973
376,"LAMLDPE, LLDPETransportation - other",LAM,Latin America,"LDPE, LLDPE",Transportation - other,0.010660945,0.016694
377,LAMHDPETransportation - other,LAM,Latin America,HDPE,Transportation - other,0.048655971,0.07663
378,LAMPPTransportation - other,LAM,Latin America,PP,Transportation - other,0.219581051,0.341254
379,LAMPVCTransportation - other,LAM,Latin America,PVC,Transportation - other,0.03019649,0.046938
380,LAMPURTransportation - other,LAM,Latin America,PUR,Transportation - other,0.070857052,0.110203
381,LAMFibresTransportation - other,LAM,Latin America,Fibres,Transportation - other,0.125955458,0.195897
382,LAMBioplasticsTransportation - other,LAM,Latin America,Bioplastics,Transportation - other,0.003436925,0.005349
383,"LAMABS, ASA, SANTransportation - other",LAM,Latin America,"ABS, ASA, SAN",Transportation - other,0.030938831,0.048119
384,LAMMarine coatingsMarine coatings,LAM,Latin America,Marine coatings,Marine coatings,0.022902235,0.022914
385,"LAMLDPE, LLDPEIndustrial/machinery",LAM,Latin America,"LDPE, LLDPE",Industrial/machinery,0.029386008,0.075279
386,LAMHDPEIndustrial/machinery,LAM,Latin America,HDPE,Industrial/machinery,0.027768818,0.073432
387,LAMPPIndustrial/machinery,LAM,Latin America,PP,Industrial/machinery,0.040910809,0.104623
388,LAMPURIndustrial/machinery,LAM,Latin America,PUR,Industrial/machinery,0.039201637,0.095397
389,LAMHDPEPersonal care products,LAM,Latin America,HDPE,Personal care products,0.000824498,0.000824
390,LAMPPPersonal care products,LAM,Latin America,PP,Personal care products,2.128e-05,2.1e-05
391,LAMFibresTextile sector - clothing,LAM,Latin America,Fibres,Textile sector - clothing,0.770541373,0.786412
392,LAMBioplasticsTextile sector - clothing,LAM,Latin America,Bioplastics,Textile sector - clothing,0.00647672,0.006571
393,LAMFibresTextile sector - others,LAM,Latin America,Fibres,Textile sector - others,0.704814728,0.71803
394,LAMRoad marking coatingsRoad marking,LAM,Latin America,Road marking coatings,Road marking,0.041945245,0.044261
395,LAMElastomers (tyres)Transportation - tyres,LAM,Latin America,Elastomers (tyres),Transportation - tyres,0.167323175,0.247734
396,EU5OtherOther,EU5,Other EU,Other,Other,0.138450179,0.157299
397,"EU5LDPE, LLDPEOther",EU5,Other EU,"LDPE, LLDPE",Other,0.021622171,0.024978
398,EU5HDPEOther,EU5,Other EU,HDPE,Other,0.016009182,0.018768
399,EU5PSOther,EU5,Other EU,PS,Other,0.008026023,0.00997
400,EU5PVCOther,EU5,Other EU,PVC,Other,0.026703084,0.032116
401,EU5PUROther,EU5,Other EU,PUR,Other,0.023290598,0.025903
402,EU5FibresOther,EU5,Other EU,Fibres,Other,0.047092319,0.053933
403,EU5BioplasticsOther,EU5,Other EU,Bioplastics,Other,0.001089482,0.001283
404,"EU5ABS, ASA, SANOther",EU5,Other EU,"ABS, ASA, SAN",Other,0.003211648,0.003605
405,EU5OtherPackaging,EU5,Other EU,Other,Packaging,0.008407705,0.008221
406,"EU5LDPE, LLDPEPackaging",EU5,Other EU,"LDPE, LLDPE",Packaging,0.184015689,0.180104
407,EU5HDPEPackaging,EU5,Other EU,HDPE,Packaging,0.174469935,0.170816
408,EU5PPPackaging,EU5,Other EU,PP,Packaging,0.190298285,0.18653
409,EU5PSPackaging,EU5,Other EU,PS,Packaging,0.031809845,0.032301
410,EU5PVCPackaging,EU5,Other EU,PVC,Packaging,0.01954771,0.019656
411,EU5PETPackaging,EU5,Other EU,PET,Packaging,0.132704904,0.129876
412,EU5PURPackaging,EU5,Other EU,PUR,Packaging,0.001862212,0.001822
413,EU5BioplasticsPackaging,EU5,Other EU,Bioplastics,Packaging,0.006929073,0.00696
414,EU5OtherConsumer & institutional Products,EU5,Other EU,Other,Consumer & institutional Products,0.021065808,0.023163
415,"EU5LDPE, LLDPEConsumer & institutional Products",EU5,Other EU,"LDPE, LLDPE",Consumer & institutional Products,0.040438546,0.044546
416,EU5HDPEConsumer & institutional Products,EU5,Other EU,HDPE,Consumer & institutional Products,0.028592111,0.031673
417,EU5PPConsumer & institutional Products,EU5,Other EU,PP,Consumer & institutional Products,0.084955485,0.093776
418,EU5PSConsumer & institutional Products,EU5,Other EU,PS,Consumer & institutional Products,0.025577643,0.029112
419,EU5PVCConsumer & institutional Products,EU5,Other EU,PVC,Consumer & institutional Products,0.012273308,0.013842
420,EU5PURConsumer & institutional Products,EU5,Other EU,PUR,Consumer & institutional Products,0.011218107,0.012335
421,EU5BioplasticsConsumer & institutional Products,EU5,Other EU,Bioplastics,Consumer & institutional Products,0.000841173,0.000946
422,"EU5ABS, ASA, SANConsumer & institutional Products",EU5,Other EU,"ABS, ASA, SAN",Consumer & institutional Products,0.021296103,0.023414
423,EU5OtherBuilding & construction,EU5,Other EU,Other,Building & construction,0.020535352,0.067891
424,"EU5LDPE, LLDPEBuilding & construction",EU5,Other EU,"LDPE, LLDPE",Building & construction,0.006498804,0.023322
425,EU5HDPEBuilding & construction,EU5,Other EU,HDPE,Building & construction,0.019685718,0.07368
426,EU5PPBuilding & construction,EU5,Other EU,PP,Building & construction,0.010559533,0.03752
427,EU5PSBuilding & construction,EU5,Other EU,PS,Building & construction,0.012506111,0.042957
428,EU5PVCBuilding & construction,EU5,Other EU,PVC,Building & construction,0.069337779,0.247126
429,EU5PURBuilding & construction,EU5,Other EU,PUR,Building & construction,0.011006528,0.036178
430,EU5BioplasticsBuilding & construction,EU5,Other EU,Bioplastics,Building & construction,0.000194531,0.000657
431,"EU5ABS, ASA, SANBuilding & construction",EU5,Other EU,"ABS, ASA, SAN",Building & construction,0.000590273,0.001938
432,EU5OtherElectrical/electronics,EU5,Other EU,Other,Electrical/electronics,0.026700198,0.040166
433,"EU5LDPE, LLDPEElectrical/electronics",EU5,Other EU,"LDPE, LLDPE",Electrical/electronics,0.007231444,0.011011
434,EU5HDPEElectrical/electronics,EU5,Other EU,HDPE,Electrical/electronics,0.002241504,0.003501
435,EU5PPElectrical/electronics,EU5,Other EU,PP,Electrical/electronics,0.016893237,0.025811
436,EU5PSElectrical/electronics,EU5,Other EU,PS,Electrical/electronics,0.007708992,0.012019
437,EU5PVCElectrical/electronics,EU5,Other EU,PVC,Electrical/electronics,0.00668122,0.010327
438,EU5PURElectrical/electronics,EU5,Other EU,PUR,Electrical/electronics,0.004229606,0.006357
439,EU5BioplasticsElectrical/electronics,EU5,Other EU,Bioplastics,Electrical/electronics,0.000217465,0.000335
440,"EU5ABS, ASA, SANElectrical/electronics",EU5,Other EU,"ABS, ASA, SAN",Electrical/electronics,0.011842629,0.017799
441,EU5OtherTransportation - other,EU5,Other EU,Other,Transportation - other,0.290316198,0.474801
442,"EU5LDPE, LLDPETransportation - other",EU5,Other EU,"LDPE, LLDPE",Transportation - other,0.005196714,0.008542
443,EU5HDPETransportation - other,EU5,Other EU,HDPE,Transportation - other,0.023511412,0.038802
444,EU5PPTransportation - other,EU5,Other EU,PP,Transportation - other,0.108249106,0.177072
445,EU5PVCTransportation - other,EU5,Other EU,PVC,Transportation - other,0.014761022,0.024355
446,EU5PURTransportation - other,EU5,Other EU,PUR,Transportation - other,0.034976779,0.057183
447,EU5FibresTransportation - other,EU5,Other EU,Fibres,Transportation - other,0.062174704,0.101648
448,EU5BioplasticsTransportation - other,EU5,Other EU,Bioplastics,Transportation - other,0.001703015,0.002775
449,"EU5ABS, ASA, SANTransportation - other",EU5,Other EU,"ABS, ASA, SAN",Transportation - other,0.015272166,0.024968
450,EU5Marine coatingsMarine coatings,EU5,Other EU,Marine coatings,Marine coatings,0.004397931,0.005363
451,"EU5LDPE, LLDPEIndustrial/machinery",EU5,Other EU,"LDPE, LLDPE",Industrial/machinery,7.9279e-05,0.000334
452,EU5HDPEIndustrial/machinery,EU5,Other EU,HDPE,Industrial/machinery,7.4411e-05,0.000416
453,EU5PPIndustrial/machinery,EU5,Other EU,PP,Industrial/machinery,0.000108777,0.000385
454,EU5PURIndustrial/machinery,EU5,Other EU,PUR,Industrial/machinery,0.000103454,4e-06
455,EU5HDPEPersonal care products,EU5,Other EU,HDPE,Personal care products,0.000148005,0.000145
456,EU5PPPersonal care products,EU5,Other EU,PP,Personal care products,3.82e-06,4e-06
457,EU5FibresTextile sector - clothing,EU5,Other EU,Fibres,Textile sector - clothing,0.183806495,0.202315
458,EU5BioplasticsTextile sector - clothing,EU5,Other EU,Bioplastics,Textile sector - clothing,0.001648572,0.001827
459,EU5FibresTextile sector - others,EU5,Other EU,Fibres,Textile sector - others,0.088763336,0.097098
460,EU5Road marking coatingsRoad marking,EU5,Other EU,Road marking coatings,Road marking,0.004085983,0.004471
461,EU5Elastomers (tyres)Transportation - tyres,EU5,Other EU,Elastomers (tyres),Transportation - tyres,0.077094583,0.104401
462,RANOtherOther,RAN,Other Eurasia,Other,Other,0.988041726,1.060219
463,"RANLDPE, LLDPEOther",RAN,Other Eurasia,"LDPE, LLDPE",Other,0.15061595,0.170508
464,RANHDPEOther,RAN,Other Eurasia,HDPE,Other,0.113024584,0.129845
465,RANPSOther,RAN,Other Eurasia,PS,Other,0.059664195,0.06236
466,RANPVCOther,RAN,Other Eurasia,PVC,Other,0.194618522,0.208613
467,RANPUROther,RAN,Other Eurasia,PUR,Other,0.16681565,0.184561
468,RANFibresOther,RAN,Other Eurasia,Fibres,Other,0.337122313,0.36649
469,RANBioplasticsOther,RAN,Other Eurasia,Bioplastics,Other,0.008008446,0.008503
470,"RANABS, ASA, SANOther",RAN,Other Eurasia,"ABS, ASA, SAN",Other,0.023012354,0.025336
471,RANOtherPackaging,RAN,Other Eurasia,Other,Packaging,0.062856146,0.062939
472,"RANLDPE, LLDPEPackaging",RAN,Other Eurasia,"LDPE, LLDPE",Packaging,1.367454056,1.366382
473,RANHDPEPackaging,RAN,Other Eurasia,HDPE,Packaging,1.195508219,1.19328
474,RANPPPackaging,RAN,Other Eurasia,PP,Packaging,1.422124604,1.420329
475,RANPSPackaging,RAN,Other Eurasia,PS,Packaging,0.241937361,0.241844
476,RANPVCPackaging,RAN,Other Eurasia,PVC,Packaging,0.146837287,0.147267
477,RANPETPackaging,RAN,Other Eurasia,PET,Packaging,0.920697324,0.918934
478,RANPURPackaging,RAN,Other Eurasia,PUR,Packaging,0.013640115,0.013648
479,RANBioplasticsPackaging,RAN,Other Eurasia,Bioplastics,Packaging,0.051996066,0.052143
480,RANOtherConsumer & institutional Products,RAN,Other Eurasia,Other,Consumer & institutional Products,0.149814284,0.153474
481,"RANLDPE, LLDPEConsumer & institutional Products",RAN,Other Eurasia,"LDPE, LLDPE",Consumer & institutional Products,0.285296826,0.291756
482,RANHDPEConsumer & institutional Products,RAN,Other Eurasia,HDPE,Consumer & institutional Products,0.190259976,0.194857
483,RANPPConsumer & institutional Products,RAN,Other Eurasia,PP,Consumer & institutional Products,0.610589113,0.625174
484,RANPSConsumer & institutional Products,RAN,Other Eurasia,PS,Consumer & institutional Products,0.188469351,0.19289
485,RANPVCConsumer & institutional Products,RAN,Other Eurasia,PVC,Consumer & institutional Products,0.089417256,0.091802
486,RANPURConsumer & institutional Products,RAN,Other Eurasia,PUR,Consumer & institutional Products,0.079813477,0.081763
487,RANBioplasticsConsumer & institutional Products,RAN,Other Eurasia,Bioplastics,Consumer & institutional Products,0.006114496,0.006277
488,"RANABS, ASA, SANConsumer & institutional Products",RAN,Other Eurasia,"ABS, ASA, SAN",Consumer & institutional Products,0.151584316,0.155284
489,RANOtherBuilding & construction,RAN,Other Eurasia,Other,Building & construction,0.088816392,0.537128
490,"RANLDPE, LLDPEBuilding & construction",RAN,Other Eurasia,"LDPE, LLDPE",Building & construction,0.027995193,0.174615
491,RANHDPEBuilding & construction,RAN,Other Eurasia,HDPE,Building & construction,0.084465513,0.538857
492,RANPPBuilding & construction,RAN,Other Eurasia,PP,Building & construction,0.045552069,0.283289
493,RANPSBuilding & construction,RAN,Other Eurasia,PS,Building & construction,0.056295783,0.339889
494,RANPVCBuilding & construction,RAN,Other Eurasia,PVC,Building & construction,0.305747592,1.893865
495,RANPURBuilding & construction,RAN,Other Eurasia,PUR,Building & construction,0.047632322,0.287393
496,RANBioplasticsBuilding & construction,RAN,Other Eurasia,Bioplastics,Building & construction,0.000861556,0.005219
497,"RANABS, ASA, SANBuilding & construction",RAN,Other Eurasia,"ABS, ASA, SAN",Building & construction,0.002554718,0.015407
498,RANOtherElectrical/electronics,RAN,Other Eurasia,Other,Electrical/electronics,0.185342737,0.130911
499,"RANLDPE, LLDPEElectrical/electronics",RAN,Other Eurasia,"LDPE, LLDPE",Electrical/electronics,0.051307634,0.035881
500,RANHDPEElectrical/electronics,RAN,Other Eurasia,HDPE,Electrical/electronics,0.016591894,0.011365
