,primary_key,location_code,location,plastics_polymer,plastics_applications,total_waste,total_use
501,RANPPElectrical/electronics,RAN,Other Eurasia,PP,Electrical/electronics,0.120261278,0.083935
502,RANPSElectrical/electronics,RAN,Other Eurasia,PS,Electrical/electronics,0.05551906,0.039175
503,RANPVCElectrical/electronics,RAN,Other Eurasia,PVC,Electrical/electronics,0.047386988,0.033561
504,RANPURElectrical/electronics,RAN,Other Eurasia,PUR,Electrical/electronics,0.029317845,0.02072
505,RANBioplasticsElectrical/electronics,RAN,Other Eurasia,Bioplastics,Electrical/electronics,0.001541435,0.001092
506,"RANABS, ASA, SANElectrical/electronics",RAN,Other Eurasia,"ABS, ASA, SAN",Electrical/electronics,0.082088107,0.058014
507,RANOtherTransportation - other,RAN,Other Eurasia,Other,Transportation - other,1.905314684,2.451377
508,"RANLDPE, LLDPETransportation - other",RAN,Other Eurasia,"LDPE, LLDPE",Transportation - other,0.034250992,0.044144
509,RANHDPETransportation - other,RAN,Other Eurasia,HDPE,Transportation - other,0.155333483,0.200636
510,RANPPTransportation - other,RAN,Other Eurasia,PP,Transportation - other,0.711235752,0.914152
511,RANPVCTransportation - other,RAN,Other Eurasia,PVC,Transportation - other,0.097661421,0.125738
512,RANPURTransportation - other,RAN,Other Eurasia,PUR,Transportation - other,0.22949807,0.295212
513,RANFibresTransportation - other,RAN,Other Eurasia,Fibres,Transportation - other,0.407955646,0.524769
514,RANBioplasticsTransportation - other,RAN,Other Eurasia,Bioplastics,Transportation - other,0.011135252,0.014328
515,"RANABS, ASA, SANTransportation - other",RAN,Other Eurasia,"ABS, ASA, SAN",Transportation - other,0.100207415,0.128901
516,RANMarine coatingsMarine coatings,RAN,Other Eurasia,Marine coatings,Marine coatings,0.03193902,0.022052
517,"RANLDPE, LLDPEIndustrial/machinery",RAN,Other Eurasia,"LDPE, LLDPE",Industrial/machinery,6.9194e-05,0.000356
518,RANHDPEIndustrial/machinery,RAN,Other Eurasia,HDPE,Industrial/machinery,6.4945e-05,0.00045
519,RANPPIndustrial/machinery,RAN,Other Eurasia,PP,Industrial/machinery,9.4939e-05,0.000413
520,RANPURIndustrial/machinery,RAN,Other Eurasia,PUR,Industrial/machinery,5.3269e-05,5e-06
521,RANHDPEPersonal care products,RAN,Other Eurasia,HDPE,Personal care products,0.000722455,0.000714
522,RANPPPersonal care products,RAN,Other Eurasia,PP,Personal care products,1.8646e-05,1.8e-05
523,RANFibresTextile sector - clothing,RAN,Other Eurasia,Fibres,Textile sector - clothing,1.316331242,1.059433
524,RANBioplasticsTextile sector - clothing,RAN,Other Eurasia,Bioplastics,Textile sector - clothing,0.012054811,0.009727
525,RANFibresTextile sector - others,RAN,Other Eurasia,Fibres,Textile sector - others,0.630697214,0.507258
526,RANRoad marking coatingsRoad marking,RAN,Other Eurasia,Road marking coatings,Road marking,0.029708924,0.034167
527,RANElastomers (tyres)Transportation - tyres,RAN,Other Eurasia,Elastomers (tyres),Transportation - tyres,0.505860847,0.703199
528,MENOtherOther,MEN,Middle East & North Africa,Other,Other,1.31073882,1.426892
529,"MENLDPE, LLDPEOther",MEN,Middle East & North Africa,"LDPE, LLDPE",Other,0.191235657,0.21696
530,MENHDPEOther,MEN,Middle East & North Africa,HDPE,Other,0.142405861,0.159493
531,MENPSOther,MEN,Middle East & North Africa,PS,Other,0.078947311,0.084821
532,MENPVCOther,MEN,Middle East & North Africa,PVC,Other,0.254637984,0.276722
533,MENPUROther,MEN,Middle East & North Africa,PUR,Other,0.221777803,0.243863
534,MENFibresOther,MEN,Middle East & North Africa,Fibres,Other,0.449013689,0.509034
535,MENBioplasticsOther,MEN,Middle East & North Africa,Bioplastics,Other,0.010690269,0.011489
536,"MENABS, ASA, SANOther",MEN,Middle East & North Africa,"ABS, ASA, SAN",Other,0.030646833,0.034549
537,MENOtherPackaging,MEN,Middle East & North Africa,Other,Packaging,0.0843396,0.084839
538,"MENLDPE, LLDPEPackaging",MEN,Middle East & North Africa,"LDPE, LLDPE",Packaging,1.813853448,1.827823
539,MENHDPEPackaging,MEN,Middle East & North Africa,HDPE,Packaging,1.457871224,1.468095
540,MENPPPackaging,MEN,Middle East & North Africa,PP,Packaging,1.819804213,1.832678
541,MENPSPackaging,MEN,Middle East & North Africa,PS,Packaging,0.315971168,0.31822
542,MENPVCPackaging,MEN,Middle East & North Africa,PVC,Packaging,0.192623247,0.193886
543,MENPETPackaging,MEN,Middle East & North Africa,PET,Packaging,1.156386752,1.165578
544,MENPURPackaging,MEN,Middle East & North Africa,PUR,Packaging,0.017875502,0.017969
545,MENBioplasticsPackaging,MEN,Middle East & North Africa,Bioplastics,Packaging,0.068333588,0.068649
546,MENOtherConsumer & institutional Products,MEN,Middle East & North Africa,Other,Consumer & institutional Products,0.174948187,0.183589
547,"MENLDPE, LLDPEConsumer & institutional Products",MEN,Middle East & North Africa,"LDPE, LLDPE",Consumer & institutional Products,0.330891065,0.348012
548,MENHDPEConsumer & institutional Products,MEN,Middle East & North Africa,HDPE,Consumer & institutional Products,0.216580207,0.22821
549,MENPPConsumer & institutional Products,MEN,Middle East & North Africa,PP,Consumer & institutional Products,0.703942276,0.741229
550,MENPSConsumer & institutional Products,MEN,Middle East & North Africa,PS,Consumer & institutional Products,0.219434797,0.230739
551,MENPVCConsumer & institutional Products,MEN,Middle East & North Africa,PVC,Consumer & institutional Products,0.104524394,0.109841
552,MENPURConsumer & institutional Products,MEN,Middle East & North Africa,PUR,Consumer & institutional Products,0.093207454,0.097811
553,MENBioplasticsConsumer & institutional Products,MEN,Middle East & North Africa,Bioplastics,Consumer & institutional Products,0.007159967,0.00751
554,"MENABS, ASA, SANConsumer & institutional Products",MEN,Middle East & North Africa,"ABS, ASA, SAN",Consumer & institutional Products,0.177055049,0.185796
555,MENOtherBuilding & construction,MEN,Middle East & North Africa,Other,Building & construction,0.092140039,0.506342
556,"MENLDPE, LLDPEBuilding & construction",MEN,Middle East & North Africa,"LDPE, LLDPE",Building & construction,0.028853577,0.166292
557,MENHDPEBuilding & construction,MEN,Middle East & North Africa,HDPE,Building & construction,0.087103124,0.51593
558,MENPPBuilding & construction,MEN,Middle East & North Africa,PP,Building & construction,0.046942784,0.269457
559,MENPSBuilding & construction,MEN,Middle East & North Africa,PS,Building & construction,0.058054929,0.320391
560,MENPVCBuilding & construction,MEN,Middle East & North Africa,PVC,Building & construction,0.317720822,1.795908
561,MENPURBuilding & construction,MEN,Middle East & North Africa,PUR,Building & construction,0.049410864,0.270719
562,MENBioplasticsBuilding & construction,MEN,Middle East & North Africa,Bioplastics,Building & construction,0.000896019,0.004916
563,"MENABS, ASA, SANBuilding & construction",MEN,Middle East & North Africa,"ABS, ASA, SAN",Building & construction,0.002650071,0.014511
564,MENOtherElectrical/electronics,MEN,Middle East & North Africa,Other,Electrical/electronics,0.210722092,0.178245
565,"MENLDPE, LLDPEElectrical/electronics",MEN,Middle East & North Africa,"LDPE, LLDPE",Electrical/electronics,0.057418935,0.048584
566,MENHDPEElectrical/electronics,MEN,Middle East & North Africa,HDPE,Electrical/electronics,0.01807329,0.015209
567,MENPPElectrical/electronics,MEN,Middle East & North Africa,PP,Electrical/electronics,0.134204315,0.113499
568,MENPSElectrical/electronics,MEN,Middle East & North Africa,PS,Electrical/electronics,0.062917587,0.053339
569,MENPVCElectrical/electronics,MEN,Middle East & North Africa,PVC,Electrical/electronics,0.053944633,0.045705
570,MENPURElectrical/electronics,MEN,Middle East & North Africa,PUR,Electrical/electronics,0.033362321,0.028224
571,MENBioplasticsElectrical/electronics,MEN,Middle East & North Africa,Bioplastics,Electrical/electronics,0.001758479,0.001487
572,"MENABS, ASA, SANElectrical/electronics",MEN,Middle East & North Africa,"ABS, ASA, SAN",Electrical/electronics,0.093412386,0.079025
573,MENOtherTransportation - other,MEN,Middle East & North Africa,Other,Transportation - other,0.877457839,1.231632
574,"MENLDPE, LLDPETransportation - other",MEN,Middle East & North Africa,"LDPE, LLDPE",Transportation - other,0.0157003,0.022145
575,MENHDPETransportation - other,MEN,Middle East & North Africa,HDPE,Transportation - other,0.071086175,0.100504
576,MENPPTransportation - other,MEN,Middle East & North Africa,PP,Transportation - other,0.326660349,0.459349
577,MENPVCTransportation - other,MEN,Middle East & North Africa,PVC,Transportation - other,0.044955607,0.063182
578,MENPURTransportation - other,MEN,Middle East & North Africa,PUR,Transportation - other,0.105706108,0.14834
579,MENFibresTransportation - other,MEN,Middle East & North Africa,Fibres,Transportation - other,0.187903121,0.263689
580,MENBioplasticsTransportation - other,MEN,Middle East & North Africa,Bioplastics,Transportation - other,0.005132285,0.0072
581,"MENABS, ASA, SANTransportation - other",MEN,Middle East & North Africa,"ABS, ASA, SAN",Transportation - other,0.046155228,0.064771
582,MENMarine coatingsMarine coatings,MEN,Middle East & North Africa,Marine coatings,Marine coatings,0.036669431,0.028988
583,"MENLDPE, LLDPEIndustrial/machinery",MEN,Middle East & North Africa,"LDPE, LLDPE",Industrial/machinery,5.986e-06,0.000299
584,MENHDPEIndustrial/machinery,MEN,Middle East & North Africa,HDPE,Industrial/machinery,5.618e-06,0.000379
585,MENPPIndustrial/machinery,MEN,Middle East & North Africa,PP,Industrial/machinery,8.213e-06,0.000351
586,MENPURIndustrial/machinery,MEN,Middle East & North Africa,PUR,Industrial/machinery,4.7584e-05,4e-06
587,MENHDPEPersonal care products,MEN,Middle East & North Africa,HDPE,Personal care products,4.53e-07,
588,MENPPPersonal care products,MEN,Middle East & North Africa,PP,Personal care products,1.2e-08,
589,MENFibresTextile sector - clothing,MEN,Middle East & North Africa,Fibres,Textile sector - clothing,1.143845618,1.126851
590,MENBioplasticsTextile sector - clothing,MEN,Middle East & North Africa,Bioplastics,Textile sector - clothing,0.010412209,0.010233
591,MENFibresTextile sector - others,MEN,Middle East & North Africa,Fibres,Textile sector - others,0.725936917,0.715079
592,MENRoad marking coatingsRoad marking,MEN,Middle East & North Africa,Road marking coatings,Road marking,0.033869896,0.043455
593,MENElastomers (tyres)Transportation - tyres,MEN,Middle East & North Africa,Elastomers (tyres),Transportation - tyres,0.291108491,0.381886
594,OAFOtherOther,OAF,Other Africa,Other,Other,1.63802619,1.780374
595,"OAFLDPE, LLDPEOther",OAF,Other Africa,"LDPE, LLDPE",Other,0.247591748,0.27506
596,OAFHDPEOther,OAF,Other Africa,HDPE,Other,0.188663341,0.208731
597,OAFPSOther,OAF,Other Africa,PS,Other,0.09922775,0.106738
598,OAFPVCOther,OAF,Other Africa,PVC,Other,0.324727176,0.349708
599,OAFPUROther,OAF,Other Africa,PUR,Other,0.276468409,0.296135
600,OAFFibresOther,OAF,Other Africa,Fibres,Other,0.558913957,0.619723
601,OAFBioplasticsOther,OAF,Other Africa,Bioplastics,Other,0.013321837,0.014264
602,"OAFABS, ASA, SANOther",OAF,Other Africa,"ABS, ASA, SAN",Other,0.038140117,0.041699
603,OAFOtherPackaging,OAF,Other Africa,Other,Packaging,0.092837799,0.093263
604,"OAFLDPE, LLDPEPackaging",OAF,Other Africa,"LDPE, LLDPE",Packaging,1.995605018,2.004919
605,OAFHDPEPackaging,OAF,Other Africa,HDPE,Packaging,1.690329856,1.696999
606,OAFPPPackaging,OAF,Other Africa,PP,Packaging,2.126296182,2.134786
607,OAFPSPackaging,OAF,Other Africa,PS,Packaging,0.367674705,0.367937
608,OAFPVCPackaging,OAF,Other Africa,PVC,Packaging,0.224209226,0.224179
609,OAFPETPackaging,OAF,Other Africa,PET,Packaging,1.325169219,1.330124
610,OAFPURPackaging,OAF,Other Africa,PUR,Packaging,0.020695738,0.020776
611,OAFBioplasticsPackaging,OAF,Other Africa,Bioplastics,Packaging,0.079080744,0.079375
612,OAFOtherConsumer & institutional Products,OAF,Other Africa,Other,Consumer & institutional Products,0.203316942,0.216142
613,"OAFLDPE, LLDPEConsumer & institutional Products",OAF,Other Africa,"LDPE, LLDPE",Consumer & institutional Products,0.38512972,0.40958
614,OAFHDPEConsumer & institutional Products,OAF,Other Africa,HDPE,Consumer & institutional Products,0.25174512,0.268257
615,OAFPPConsumer & institutional Products,OAF,Other Africa,PP,Consumer & institutional Products,0.822508322,0.875634
616,OAFPSConsumer & institutional Products,OAF,Other Africa,PS,Consumer & institutional Products,0.256402038,0.271653
617,OAFPVCConsumer & institutional Products,OAF,Other Africa,PVC,Consumer & institutional Products,0.122173776,0.129321
618,OAFPURConsumer & institutional Products,OAF,Other Africa,PUR,Consumer & institutional Products,0.108325254,0.115158
619,OAFBioplasticsConsumer & institutional Products,OAF,Other Africa,Bioplastics,Consumer & institutional Products,0.008318756,0.008842
620,"OAFABS, ASA, SANConsumer & institutional Products",OAF,Other Africa,"ABS, ASA, SAN",Consumer & institutional Products,0.205771539,0.218747
621,OAFOtherBuilding & construction,OAF,Other Africa,Other,Building & construction,0.005617178,0.058082
622,"OAFLDPE, LLDPEBuilding & construction",OAF,Other Africa,"LDPE, LLDPE",Building & construction,0.00176826,0.01932
623,OAFHDPEBuilding & construction,OAF,Other Africa,HDPE,Building & construction,0.005349839,0.060177
624,OAFPPBuilding & construction,OAF,Other Africa,PP,Building & construction,0.002875104,0.031246
625,OAFPSBuilding & construction,OAF,Other Africa,PS,Building & construction,0.004021528,0.03675
626,OAFPVCBuilding & construction,OAF,Other Africa,PVC,Building & construction,0.022759846,0.20819
627,OAFPURBuilding & construction,OAF,Other Africa,PUR,Building & construction,0.003011257,0.031023
628,OAFBioplasticsBuilding & construction,OAF,Other Africa,Bioplastics,Building & construction,5.3984e-05,0.000563
629,"OAFABS, ASA, SANBuilding & construction",OAF,Other Africa,"ABS, ASA, SAN",Building & construction,0.000161494,0.001663
630,OAFOtherElectrical/electronics,OAF,Other Africa,Other,Electrical/electronics,0.198790556,0.231869
631,"OAFLDPE, LLDPEElectrical/electronics",OAF,Other Africa,"LDPE, LLDPE",Electrical/electronics,0.053972837,0.063146
632,OAFHDPEElectrical/electronics,OAF,Other Africa,HDPE,Electrical/electronics,0.016758247,0.019724
633,OAFPPElectrical/electronics,OAF,Other Africa,PP,Electrical/electronics,0.125954198,0.147454
634,OAFPSElectrical/electronics,OAF,Other Africa,PS,Electrical/electronics,0.059757533,0.069385
635,OAFPVCElectrical/electronics,OAF,Other Africa,PVC,Electrical/electronics,0.051264341,0.059437
636,OAFPURElectrical/electronics,OAF,Other Africa,PUR,Electrical/electronics,0.031486734,0.036717
637,OAFBioplasticsElectrical/electronics,OAF,Other Africa,Bioplastics,Electrical/electronics,0.00165927,0.001935
638,"OAFABS, ASA, SANElectrical/electronics",OAF,Other Africa,"ABS, ASA, SAN",Electrical/electronics,0.088160859,0.102806
639,OAFOtherTransportation - other,OAF,Other Africa,Other,Transportation - other,0.385499483,0.63658
640,"OAFLDPE, LLDPETransportation - other",OAF,Other Africa,"LDPE, LLDPE",Transportation - other,0.00692739,0.011492
641,OAFHDPETransportation - other,OAF,Other Africa,HDPE,Transportation - other,0.031426432,0.052325
642,OAFPPTransportation - other,OAF,Other Africa,PP,Transportation - other,0.143743556,0.237342
643,OAFPVCTransportation - other,OAF,Other Africa,PVC,Transportation - other,0.020011273,0.032645
644,OAFPURTransportation - other,OAF,Other Africa,PUR,Transportation - other,0.04643142,0.076646
645,OAFFibresTransportation - other,OAF,Other Africa,Fibres,Transportation - other,0.082536468,0.136246
646,OAFBioplasticsTransportation - other,OAF,Other Africa,Bioplastics,Transportation - other,0.002252515,0.00372
647,"OAFABS, ASA, SANTransportation - other",OAF,Other Africa,"ABS, ASA, SAN",Transportation - other,0.02027369,0.033467
648,OAFMarine coatingsMarine coatings,OAF,Other Africa,Marine coatings,Marine coatings,0.035720249,0.038833
649,"OAFLDPE, LLDPEIndustrial/machinery",OAF,Other Africa,"LDPE, LLDPE",Industrial/machinery,5.027e-06,0.000224
650,OAFHDPEIndustrial/machinery,OAF,Other Africa,HDPE,Industrial/machinery,4.718e-06,0.000291
651,OAFPPIndustrial/machinery,OAF,Other Africa,PP,Industrial/machinery,6.897e-06,0.000266
652,OAFPURIndustrial/machinery,OAF,Other Africa,PUR,Industrial/machinery,8.565e-06,3e-06
653,OAFHDPEPersonal care products,OAF,Other Africa,HDPE,Personal care products,0.003291703,0.003296
654,OAFPPPersonal care products,OAF,Other Africa,PP,Personal care products,8.4957e-05,8.5e-05
655,OAFFibresTextile sector - clothing,OAF,Other Africa,Fibres,Textile sector - clothing,0.387065644,0.430362
656,OAFBioplasticsTextile sector - clothing,OAF,Other Africa,Bioplastics,Textile sector - clothing,0.003362681,0.003705
657,OAFFibresTextile sector - others,OAF,Other Africa,Fibres,Textile sector - others,0.703412042,0.777415
658,OAFRoad marking coatingsRoad marking,OAF,Other Africa,Road marking coatings,Road marking,0.032787498,0.03899
659,OAFElastomers (tyres)Transportation - tyres,OAF,Other Africa,Elastomers (tyres),Transportation - tyres,9.974e-05,
660,ODAOtherOther,ODA,Other non-OECD Asia,Other,Other,1.70205441,2.017877
661,"ODALDPE, LLDPEOther",ODA,Other non-OECD Asia,"LDPE, LLDPE",Other,0.269289747,0.32434
662,ODAHDPEOther,ODA,Other non-OECD Asia,HDPE,Other,0.211546802,0.258865
663,ODAPSOther,ODA,Other non-OECD Asia,PS,Other,0.104588337,0.123218
664,ODAPVCOther,ODA,Other non-OECD Asia,PVC,Other,0.336654543,0.414585
665,ODAPUROther,ODA,Other non-OECD Asia,PUR,Other,0.286231272,0.333227
666,ODAFibresOther,ODA,Other non-OECD Asia,Fibres,Other,0.578341684,0.70345
667,ODABioplasticsOther,ODA,Other non-OECD Asia,Bioplastics,Other,0.0133537,0.016351
668,"ODAABS, ASA, SANOther",ODA,Other non-OECD Asia,"ABS, ASA, SAN",Other,0.03945186,0.046989
669,ODAOtherPackaging,ODA,Other non-OECD Asia,Other,Packaging,0.105813181,0.103574
670,"ODALDPE, LLDPEPackaging",ODA,Other non-OECD Asia,"LDPE, LLDPE",Packaging,2.306397132,2.265201
671,ODAHDPEPackaging,ODA,Other non-OECD Asia,HDPE,Packaging,2.099810412,2.058593
672,ODAPPPackaging,ODA,Other non-OECD Asia,PP,Packaging,2.497185769,2.457221
673,ODAPSPackaging,ODA,Other non-OECD Asia,PS,Packaging,0.414873274,0.399285
674,ODAPVCPackaging,ODA,Other non-OECD Asia,PVC,Packaging,0.244830965,0.24306
675,ODAPETPackaging,ODA,Other non-OECD Asia,PET,Packaging,1.611027661,1.579226
676,ODAPURPackaging,ODA,Other non-OECD Asia,PUR,Packaging,0.023034614,0.022526
677,ODABioplasticsPackaging,ODA,Other non-OECD Asia,Bioplastics,Packaging,0.085563405,0.08606
678,ODAOtherConsumer & institutional Products,ODA,Other non-OECD Asia,Other,Consumer & institutional Products,0.217714084,0.239152
679,"ODALDPE, LLDPEConsumer & institutional Products",ODA,Other non-OECD Asia,"LDPE, LLDPE",Consumer & institutional Products,0.414575932,0.45734
680,ODAHDPEConsumer & institutional Products,ODA,Other non-OECD Asia,HDPE,Consumer & institutional Products,0.287214985,0.31785
681,ODAPPConsumer & institutional Products,ODA,Other non-OECD Asia,PP,Consumer & institutional Products,0.909745523,1.008524
682,ODAPSConsumer & institutional Products,ODA,Other non-OECD Asia,PS,Consumer & institutional Products,0.278504605,0.30057
683,ODAPVCConsumer & institutional Products,ODA,Other non-OECD Asia,PVC,Consumer & institutional Products,0.128009779,0.142987
684,ODAPURConsumer & institutional Products,ODA,Other non-OECD Asia,PUR,Consumer & institutional Products,0.115985879,0.12741
685,ODABioplasticsConsumer & institutional Products,ODA,Other non-OECD Asia,Bioplastics,Consumer & institutional Products,0.008618048,0.009776
686,"ODAABS, ASA, SANConsumer & institutional Products",ODA,Other non-OECD Asia,"ABS, ASA, SAN",Consumer & institutional Products,0.220189475,0.241864
687,ODAOtherBuilding & construction,ODA,Other non-OECD Asia,Other,Building & construction,0.045818588,0.719166
688,"ODALDPE, LLDPEBuilding & construction",ODA,Other non-OECD Asia,"LDPE, LLDPE",Building & construction,0.01411838,0.229093
689,ODAHDPEBuilding & construction,ODA,Other non-OECD Asia,HDPE,Building & construction,0.042552879,0.696195
690,ODAPPBuilding & construction,ODA,Other non-OECD Asia,PP,Building & construction,0.02296687,0.372525
691,ODAPSBuilding & construction,ODA,Other non-OECD Asia,PS,Building & construction,0.031586706,0.454969
692,ODAPVCBuilding & construction,ODA,Other non-OECD Asia,PVC,Building & construction,0.144662656,2.508056
693,ODAPURBuilding & construction,ODA,Other non-OECD Asia,PUR,Building & construction,0.024571709,0.385299
694,ODABioplasticsBuilding & construction,ODA,Other non-OECD Asia,Bioplastics,Building & construction,0.000358493,0.006999
695,"ODAABS, ASA, SANBuilding & construction",ODA,Other non-OECD Asia,"ABS, ASA, SAN",Building & construction,0.001317887,0.020661
696,ODAOtherElectrical/electronics,ODA,Other non-OECD Asia,Other,Electrical/electronics,0.293873086,0.453628
697,"ODALDPE, LLDPEElectrical/electronics",ODA,Other non-OECD Asia,"LDPE, LLDPE",Electrical/electronics,0.08011684,0.125797
698,ODAHDPEElectrical/electronics,ODA,Other non-OECD Asia,HDPE,Electrical/electronics,0.025303798,0.040815
699,ODAPPElectrical/electronics,ODA,Other non-OECD Asia,PP,Electrical/electronics,0.187391608,0.295117
700,ODAPSElectrical/electronics,ODA,Other non-OECD Asia,PS,Electrical/electronics,0.089463478,0.135743
701,ODAPVCElectrical/electronics,ODA,Other non-OECD Asia,PVC,Electrical/electronics,0.074149953,0.116265
702,ODAPURElectrical/electronics,ODA,Other non-OECD Asia,PUR,Electrical/electronics,0.046519878,0.071733
703,ODABioplasticsElectrical/electronics,ODA,Other non-OECD Asia,Bioplastics,Electrical/electronics,0.00237627,0.00378
704,"ODAABS, ASA, SANElectrical/electronics",ODA,Other non-OECD Asia,"ABS, ASA, SAN",Electrical/electronics,0.130252711,0.200847
705,ODAOtherTransportation - other,ODA,Other non-OECD Asia,Other,Transportation - other,1.981901883,4.220509
706,"ODALDPE, LLDPETransportation - other",ODA,Other non-OECD Asia,"LDPE, LLDPE",Transportation - other,0.035539034,0.076338
707,ODAHDPETransportation - other,ODA,Other non-OECD Asia,HDPE,Transportation - other,0.161280926,0.348381
708,ODAPPTransportation - other,ODA,Other non-OECD Asia,PP,Transportation - other,0.737527596,1.573336
709,ODAPVCTransportation - other,ODA,Other non-OECD Asia,PVC,Transportation - other,0.100712118,0.216406
710,ODAPURTransportation - other,ODA,Other non-OECD Asia,PUR,Transportation - other,0.238712125,0.508086
711,ODAFibresTransportation - other,ODA,Other non-OECD Asia,Fibres,Transportation - other,0.424334546,0.903174
712,ODABioplasticsTransportation - other,ODA,Other non-OECD Asia,Bioplastics,Transportation - other,0.011416085,0.02466
713,"ODAABS, ASA, SANTransportation - other",ODA,Other non-OECD Asia,"ABS, ASA, SAN",Transportation - other,0.104230615,0.221849
714,ODAMarine coatingsMarine coatings,ODA,Other non-OECD Asia,Marine coatings,Marine coatings,0.036486199,0.046077
715,"ODALDPE, LLDPEIndustrial/machinery",ODA,Other non-OECD Asia,"LDPE, LLDPE",Industrial/machinery,0.000731752,0.000912
716,ODAHDPEIndustrial/machinery,ODA,Other non-OECD Asia,HDPE,Industrial/machinery,0.000686819,0.001056
717,ODAPPIndustrial/machinery,ODA,Other non-OECD Asia,PP,Industrial/machinery,0.00100402,0.001148
718,ODAPURIndustrial/machinery,ODA,Other non-OECD Asia,PUR,Industrial/machinery,0.001036079,1.6e-05
719,ODAHDPEPersonal care products,ODA,Other non-OECD Asia,HDPE,Personal care products,0.003854417,0.00385
720,ODAPPPersonal care products,ODA,Other non-OECD Asia,PP,Personal care products,9.948e-05,9.9e-05
721,ODAFibresTextile sector - clothing,ODA,Other non-OECD Asia,Fibres,Textile sector - clothing,2.999864851,3.594676
722,ODABioplasticsTextile sector - clothing,ODA,Other non-OECD Asia,Bioplastics,Textile sector - clothing,0.026974944,0.032486
723,ODAFibresTextile sector - others,ODA,Other non-OECD Asia,Fibres,Textile sector - others,1.101416516,1.307915
724,ODARoad marking coatingsRoad marking,ODA,Other non-OECD Asia,Road marking coatings,Road marking,0.034081794,0.043771
725,ODAElastomers (tyres)Transportation - tyres,ODA,Other non-OECD Asia,Elastomers (tyres),Transportation - tyres,0.692479473,1.380471
1034,USA1OtherOther,USA1,United States,Other,Other,5.930264032,6.481506
1035,"USA1LDPE, LLDPEOther",USA1,United States,"LDPE, LLDPE",Other,0.893259545,1.002331
1036,USA1HDPEOther,USA1,United States,HDPE,Other,0.651075992,0.747683
1037,USA1PSOther,USA1,United States,PS,Other,0.35765324,0.396531
1038,USA1PVCOther,USA1,United States,PVC,Other,1.171209936,1.306193
1039,USA1PUROther,USA1,United States,PUR,Other,1.000325195,1.094271
1040,USA1FibresOther,USA1,United States,Fibres,Other,2.023131556,2.208468
1041,USA1BioplasticsOther,USA1,United States,Bioplastics,Other,0.048293326,0.052928
1042,"USA1ABS, ASA, SANOther",USA1,United States,"ABS, ASA, SAN",Other,0.138050053,0.150402
1044,USA1OtherPackaging,USA1,United States,Other,Packaging,0.320474666,0.32223
1045,"USA1LDPE, LLDPEPackaging",USA1,United States,"LDPE, LLDPE",Packaging,6.917506829,6.971131
1046,USA1HDPEPackaging,USA1,United States,HDPE,Packaging,5.889112171,5.931305
